food_id,food_name,serving_basis,serving_size_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,sugar_g,calcium_mg,iron_mg,zinc_mg,magnesium_mg,potassium_mg,sodium_mg,vitamin_c_mg,vitamin_a_mg,vitamin_d_mg,vitamin_b12_mg,folate_mg
SL0571,Cold tomato soup,100g,100,16.9,0.11,1.56,0.59,0.16,0.22,4.2,0.1,2.36463422,84.36519464,502.1983352,287.15,10.09,122.933167,3.697798249,3.775892397,5.63
SL0572,Chicken stew,100g,100,127.55,7.19,8.91,4.44,1.82,1.43,31.53,0.9,1.903120865,41.95732793,338.6357568,79.62,20.89,66.74378768,2.468413557,0.806555022,36.31
SL0573,Veg paneer stew,100g,100,145.55,6.98,8.41,10.22,3.08,4.85,160.51,1.37,1.022817432,14.4118553,271.1448757,73.15,32.41,469.205967,0.0,4.48812436,102.72
SL0574,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),100g,100,191.27,4.37,7.27,26.37,5.16,2.71,24.91,1.81,1.725657212,84.476621,23.0,241.19,3.05,561.2580192,4.604356151,1.044340075,16.17
SL0575,Methi parantha/paratha,100g,100,148.36,4.27,4.34,22.19,5.09,2.44,65.85,2.42,0.139560903,81.11046716,201.9237386,48.36,12.63,577.7345741,5.314257879,2.148536687,28.46
SL0576,Bathua poori,100g,100,598.79,2.35,59.14,13.85,1.87,0.41,30.83,0.96,4.300049321,76.71786131,510.621989,49.71,4.56,484.6916106,2.521988285,2.41257302,8.77
SL0577,Gram flour poori (Besan poori),100g,100,697.66,2.59,71.51,10.93,1.94,0.35,7.09,0.71,0.735968228,48.29826258,361.6376863,58.33,0.0,552.2969651,2.489663662,1.129564154,11.18
SL0578,Beetroot poori (Chukandar ki poori),100g,100,527.66,1.91,52.18,12.29,1.4,0.54,5.38,0.6,0.309127426,124.0583955,197.3224423,46.48,0.29,798.6827424,0.617051098,4.8,9.45
SL0579,Peas poori (Matar ki poori),100g,100,592.83,3.04,57.69,14.92,2.25,0.48,8.96,0.84,2.428943028,120.248981,120.8808346,47.77,4.61,154.4738472,2.686595918,2.632943138,10.21
SL0580,Peas kachori (Matar kachori),100g,100,584.68,3.21,57.51,13.25,2.03,0.5,14.25,0.77,0.404298217,96.92785577,500.6054534,55.45,10.11,315.3735279,0.605415647,0.473982348,16.43
SL0581,Pizza,100g,100,146.77,6.85,8.72,9.94,1.71,1.38,77.23,0.66,1.822490629,93.44037225,408.0491946,225.02,42.9,553.2700005,1.282225311,2.039277702,87.58
SL0582,Bacon and mushroom pancake,100g,100,157.67,6.82,10.6,8.47,1.59,1.23,44.74,0.54,3.887620858,67.24527637,118.9904814,344.23,1.91,762.9396612,7.407350586,2.217129343,14.58
SL0583,Cheese and tomato pancake,100g,100,147.39,5.15,9.28,10.66,1.06,3.48,127.51,0.64,3.538373971,10.426575,56.9925304,281.62,9.72,383.1152314,3.915129047,2.818674245,16.52
SL0584,Minced meat pancake (with chicken),100g,100,116.04,12.01,10.48,8.18,0.7,1.29,64.72,1.99,1.965189688,49.23760976,583.2413259,4942.18,2.14,167.1864859,7.288621181,3.211829275,12.77
SL0585,Eggplant/Brinjal rice (Vangi bhat),100g,100,184.8,5.28,3.67,31.74,4.44,4.36,36.02,1.91,2.484392562,138.0065123,589.8,59.06,3.23,832.6564279,0.224380146,2.577138357,77.11
SL0586,Kashmiri 'tahar',100g,100,98.21,1.95,1.37,19.11,0.98,0.17,3.93,0.32,2.835490401,104.5684362,338.3542073,61.29,0.02,283.6526203,6.043432628,1.568647365,7.94
SL0587,Cumin pulao (Jeera/Zeera pulao),100g,100,135.24,2.47,3.2,23.61,1.4,0.64,7.25,0.33,0.54911999,61.52233437,124.5334041,219.73,1.42,473.3846517,1.928070027,2.801613284,13.85
SL0588,Peas pulao (Matar pulao),100g,100,108.87,3.89,1.9,18.42,3.21,1.3,18.18,0.78,4.372446764,26.45564304,513.6215837,86.18,62.36,586.5909704,7.428269209,2.211380317,110.56
SL0589,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),100g,100,116.53,3.6,2.3,19.72,3.16,1.59,19.09,0.82,2.742316511,28.12942726,270.8905675,98.07,27.07,553.7379831,3.128243125,0.371732232,104.21
SL0590,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),100g,100,125.51,3.44,2.58,21.55,2.69,1.99,16.51,0.77,2.465792369,57.42124341,282.9322266,103.09,8.11,439.262,2.211204485,0.0,88.34
SL0591,Mutton pulao,100g,100,130.77,6.52,10.78,11.26,1.65,1.0,49.87,1.25,2.572679349,76.40344989,249.3708088,3115.59,4.47,370.5938992,9.9,0.922641013,39.34
SL0592,Chicken pulao,100g,100,108.24,6.07,8.48,11.17,1.64,0.99,32.25,0.98,3.002410476,111.3594218,117.7781792,3093.47,4.47,836.2539155,3.885859976,2.394021322,38.7
SL0593,Mexican rice,100g,100,120.57,4.62,4.88,14.21,1.64,1.44,14.51,0.55,3.933449293,108.6467882,589.8,93.42,42.71,228.7466427,3.802265549,2.483578679,53.09
SL0594,Plain khitchdi (Plain khichri/khichdi),100g,100,57.03,1.72,1.01,10.04,0.85,0.12,5.05,0.31,2.051415778,33.20551088,72.27206417,37.14,0.83,244.4510187,6.72729041,0.520949046,26.18
SL0595,Instant idli (with semolina),100g,100,247.29,9.16,3.61,43.4,7.13,3.35,93.2,2.31,3.267129117,125.9808409,375.9902405,1504.66,0.14,205.3861822,7.867471692,3.382939753,9.08
SL0596,Plain dosa,100g,100,380.91,10.34,8.43,64.08,5.23,0.7,19.35,1.5,2.693435218,87.50083071,435.4509572,142.98,0.0,380.1709038,3.521801982,1.201407558,9.16
SL0597,Masala dosa mixed vegetable fillings,100g,100,144.53,4.84,3.26,23.02,4.31,1.53,31.79,1.21,2.922199188,38.00092533,350.1669073,122.08,52.07,506.7418302,4.049132973,1.363198642,89.33
SL0598,Masala dosa paneer fillings,100g,100,243.12,10.31,8.84,29.76,3.11,4.81,171.23,1.27,0.93928807,45.60482928,364.0225249,160.4,11.5,0.0,3.102535553,0.621847069,94.26
SL0599,Uttapam,100g,100,255.95,6.18,9.03,36.28,4.4,1.5,40.86,1.23,2.879795362,81.84430304,23.66630731,228.69,6.15,611.6145859,2.190864307,3.905185738,19.02
SL0600,Appam,100g,100,267.7,3.12,22.63,13.28,6.19,4.16,6.36,0.83,2.45862503,5.5,375.6129722,26.59,2.57,352.1932029,6.519072751,0.187119476,27.59
SL0601,Beans and macaroni,100g,100,136.08,4.58,7.01,14.24,2.05,1.68,86.86,0.75,2.089190146,59.35489068,23.0,182.79,16.54,780.1774233,2.936659428,3.358755891,82.63
SL0602,Spaghetti bolognese,100g,100,97.43,9.35,9.51,10.04,1.08,1.41,73.66,2.06,3.637783814,94.16581308,207.1297406,5358.6,27.89,156.5251544,0.0,2.423094807,37.77
SL0603,Meat and macaroni casserole,100g,100,161.55,9.15,10.17,16.12,1.19,1.0,68.28,1.85,0.819615997,74.91669179,163.4005606,2511.99,29.03,0.0,4.219411573,0.374822331,47.45
SL0604,Spaghetti with meat balls and tomato sauce,100g,100,158.13,5.61,10.64,10.46,1.11,1.87,40.82,0.71,2.237514176,79.51718494,406.4546606,189.13,44.09,59.10223543,4.053295406,1.285094594,63.03
SL0605,Spaghetti with paneer balls and tomato sauce,100g,100,158.54,3.95,10.44,12.72,1.25,3.03,80.73,0.55,2.160295415,87.63500148,441.4520373,199.55,44.09,0.0,9.9,2.97647668,98.36
SL0606,Lasagne with meat sauce,100g,100,63.38,2.9,3.43,5.38,0.47,1.04,24.61,0.49,4.9,148.4635977,23.0,37.08,80.17,727.8086597,4.496149078,1.853774171,112.65
SL0607,Lasagne with vegetables,100g,100,49.23,1.71,2.16,5.9,0.66,1.37,32.89,0.57,1.81158613,178.2388486,380.4572191,40.78,179.9,692.9693501,9.849931219,1.995996286,286.76
SL0608,Home made egg noodles,100g,100,240.84,6.55,4.37,42.92,1.6,1.03,15.96,1.15,3.241330247,35.91850571,389.8976038,177.24,0.0,334.3201843,3.002600849,4.670721453,30.08
SL0609,Sour lentils (Khatti dal),100g,100,34.79,2.22,0.12,6.04,1.22,1.25,8.29,0.85,0.1,55.33413055,557.3049862,115.6,1.88,341.1815207,0.0,2.328787989,22.49
SL0610,Urad special dehusked,100g,100,69.43,3.14,2.17,8.86,2.5,1.32,16.4,0.83,1.300543762,96.51446818,139.5348008,109.56,17.4,335.8506255,1.541068716,0.0,54.46
SL0611,Arhar with spinach (Arhar dal aur palak),100g,100,52.84,2.05,2.76,4.77,1.3,0.23,21.81,0.89,0.100237978,23.23416611,160.6113166,109.97,18.79,231.0481221,2.073542844,2.103590301,105.9
SL0612,Moong dal with vadi,100g,100,24.08,0.4,2.05,1.0,0.39,0.45,2.99,0.18,1.667469082,163.6929308,444.193578,112.36,10.19,868.1368277,4.833452144,0.0,11.52
SL0613,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),100g,100,26.74,1.13,0.88,3.37,1.6,0.83,16.56,0.59,1.028861908,5.5,453.5855343,104.11,17.27,600.6290729,2.084706913,3.667544053,28.68
SL0614,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),100g,100,24.41,1.11,0.87,2.85,1.54,0.44,15.56,0.52,3.88718947,63.69925974,341.4764442,102.77,19.71,682.1150669,4.832966477,4.8,28.91
SL0615,Green gram whole with baghar (Sabut moong dal with tadka),100g,100,63.43,3.23,2.48,6.8,3.02,0.15,25.04,1.0,3.823637244,110.7267178,436.8568188,181.69,0.48,246.5381859,2.251683708,3.564719658,45.28
SL0616,Urad sabut special,100g,100,79.39,2.33,5.46,5.03,2.15,0.86,21.45,0.71,4.057165372,68.65592352,570.7198383,60.09,28.45,487.7707682,0.0,1.766643301,80.51
SL0617,Kabuli channa curry,100g,100,68.57,2.92,3.06,7.63,1.12,1.24,32.03,0.95,1.219551901,182.6530346,206.9887169,122.05,16.22,708.4683945,6.752031658,0.521815758,93.09
SL0618,Besan gatte curry,100g,100,189.38,7.75,10.72,16.26,3.25,4.5,151.08,1.89,4.075583396,63.16369814,195.2516315,356.27,13.39,323.2418557,3.101856732,3.43590603,135.02
SL0619,Dry masala chops,100g,100,135.07,9.08,9.54,3.3,0.86,2.27,112.25,1.39,2.650712478,113.2338802,365.7529872,83.47,1.87,583.60423,9.708631719,2.570845188,15.19
SL0620,Mutton korma,100g,100,115.64,7.09,8.54,2.53,0.78,1.64,79.07,1.09,2.787038285,98.72323263,376.2589646,56.94,5.54,332.2105421,6.711904526,2.234424856,31.82
SL0621,Shahi keema kofta curry,100g,100,418.13,4.14,43.83,1.73,0.91,0.78,14.51,0.67,4.9,19.95971666,163.421237,104.53,20.97,626.7224463,8.506375083,1.713282961,34.57
SL0622,Minced meat ball curry,100g,100,109.79,6.82,7.85,2.86,1.49,1.27,23.84,1.01,4.9,47.88355339,23.0,170.06,20.62,704.0482735,1.54829328,3.211807803,33.86
SL0623,Boti kebab,100g,100,132.86,9.22,9.27,3.06,0.76,2.09,98.67,1.41,3.033202601,101.20983,322.0155239,78.14,4.52,169.9111045,5.694558795,4.611168877,6.58
SL0624,Mutton seekh kebab,100g,100,133.94,11.25,8.43,3.11,1.88,1.4,117.44,2.19,0.814503328,158.9774075,357.8979944,102.17,3.97,79.07572618,1.375647264,2.827100283,5.3
SL0625,Indian lamb and egg curry (Nargisi kofta),100g,100,335.75,3.84,34.7,2.07,0.6,0.75,12.91,0.55,1.659723382,92.24492691,148.0499285,57.44,7.67,324.754957,9.9,3.189367753,44.36
SL0626,Soya chunks sweet and sour (Nutrinugget sweet and sour),100g,100,500.94,2.85,55.99,3.27,0.86,1.1,13.89,0.7,3.472343173,57.31114567,254.168994,2257.67,37.78,895.7,0.0,0.498095389,40.59
SL0627,Soya chunks korma (Nutrinugget korma),100g,100,131.43,3.86,9.5,7.67,2.57,4.66,89.7,1.18,3.233278724,101.2595805,427.8825726,148.98,11.59,585.6417586,2.73141786,1.254909221,49.69
SL0628,Mushroom matar,100g,100,70.77,2.79,4.11,5.33,3.13,1.39,21.42,0.81,2.105528103,96.67559674,504.4008933,61.63,39.15,155.0427201,6.284335731,2.297182604,54.07
SL0629,Soya chunks and peas (Nutrinugget matar),100g,100,82.62,3.03,5.11,5.82,2.86,1.64,20.32,0.99,2.86212638,156.4730345,113.2864419,70.97,39.15,0.0,3.345799915,2.972927617,52.1
SL0630,Vegetable yakhni,100g,100,406.06,1.18,43.8,1.94,0.61,1.44,43.67,0.24,2.664553602,98.93520596,345.7246991,38.05,5.43,198.4332187,5.610110474,1.847068052,60.84
SL0631,Spinach mushroom (Palak mushroom),100g,100,47.63,1.94,2.96,2.95,2.27,1.0,49.75,1.69,1.038327162,130.7710064,335.6563334,70.97,60.21,380.3295432,2.231132494,2.583746625,232.9
SL0632,Vegetarian nargisi kofta curry,100g,100,332.15,2.29,32.94,6.58,0.86,1.65,47.09,0.38,0.1,38.5465833,424.0764731,73.56,27.25,202.3584294,5.08233337,3.225170342,57.94
SL0633,Roast chicken,100g,100,199.9,20.49,13.06,0.1,0.03,0.05,13.61,0.79,1.750634562,26.51872911,484.4699605,71.71,0.3,189.4899092,0.076476505,0.789593727,13.16
SL0634,Shahi chicken masala,100g,100,163.7,9.82,12.02,4.07,0.96,2.86,82.68,0.89,3.558698982,55.7797269,489.2269328,142.56,9.92,697.4777245,3.274240889,2.015270392,65.41
SL0635,Tomato chicken,100g,100,111.68,10.57,6.71,2.13,1.42,0.93,21.24,0.87,3.44742943,124.2232859,116.2206495,104.83,24.53,513.2272691,6.805498409,2.995574112,24.19
SL0636,Creamy chicken,100g,100,152.87,13.52,9.57,3.13,0.69,2.11,50.37,0.82,3.282885207,83.55430033,589.8,97.08,7.46,301.1232489,1.510314905,4.8,32.64
SL0637,Broccoli chicken ala king,100g,100,119.56,7.97,7.57,5.34,1.92,2.49,73.36,0.78,0.1,88.40676911,227.9614833,104.01,79.81,687.6636751,9.9,1.638698822,105.46
SL0638,Ginger chicken,100g,100,129.17,8.24,8.24,5.6,1.21,1.95,18.41,0.96,2.280993556,85.70567045,411.538884,365.86,49.96,299.4522291,5.690637344,2.843964646,64.3
SL0639,Chicken sweet and sour,100g,100,445.09,6.92,47.59,2.67,0.58,0.89,21.98,0.93,0.329267946,185.2,395.7880618,1809.94,37.78,277.7161068,0.0,1.060330413,50.11
SL0640,Chicken korma,100g,100,147.96,9.83,9.67,5.43,1.82,3.32,68.66,1.06,0.1,55.9703724,156.9086004,119.21,10.02,0.0,1.01469816,0.229791134,58.86
SL0641,Bengal fish curry (Bengali machli curry),100g,100,109.43,7.26,7.03,4.42,1.93,2.39,44.44,0.85,3.453315862,101.4232419,42.22032387,76.38,9.39,367.0542911,8.842609724,0.0,46.45
SL0642,Fish finger,100g,100,542.9,5.66,55.82,4.47,0.34,0.17,11.38,0.38,0.1,45.87502586,292.7912517,103.55,14.13,152.3233746,7.885892704,2.84975983,34.81
SL0643,Fish in coconut milk (Nariyal ke doodh ke saath machli),100g,100,86.21,8.66,4.43,2.73,1.52,1.55,21.94,0.91,2.663293367,71.81924717,453.9445157,73.93,10.71,414.1941804,0.637716356,1.661084303,38.0
SL0644,Prawn curry (with coconut) (Jhinga curry),100g,100,109.55,8.54,6.93,3.1,1.56,2.03,37.25,0.96,0.570489003,115.132345,72.41262689,375.86,3.72,579.5475523,4.342107968,2.728318616,43.62
SL0645,Baked stuffed fish,100g,100,121.96,16.14,5.43,2.12,0.38,0.35,18.8,0.35,1.219633883,57.59471703,163.013659,74.36,13.01,711.8811424,6.579814922,0.0,67.06
SL0646,Fish pie,100g,100,120.9,9.25,5.77,7.74,0.76,1.13,36.15,0.46,1.087878304,185.2,435.5215036,101.8,27.02,58.73192865,3.837801104,0.0,37.04
SL0647,Crispy baked fish,100g,100,138.4,10.95,6.41,9.59,1.21,1.53,60.04,0.55,3.503437368,105.583377,284.120741,192.42,16.97,255.785603,6.456569796,2.182575869,46.78
SL0648,Fish souffle,100g,100,139.71,10.51,8.55,5.14,0.19,2.09,63.87,0.59,3.669936518,44.8235874,589.8,92.45,2.41,313.2950531,4.4817452,2.887913076,45.24
SL0649,Potato curry (Aloo ki sabzi),100g,100,89.56,1.52,4.47,10.42,2.42,1.58,23.74,0.97,3.479821527,51.31482001,387.7127784,78.4,42.18,548.5747341,0.0,0.295015855,35.58
SL0650,Egg curry (Anda curry),100g,100,117.52,5.38,8.81,4.03,2.09,1.9,41.59,1.52,1.450499851,137.9267228,239.3208962,142.12,19.03,185.608415,7.12661708,2.936241401,44.73
SL0651,Vegetable curry with coconut,100g,100,83.07,2.77,4.66,7.19,3.35,1.41,19.63,0.95,1.178560117,135.7720502,23.0,43.4,69.6,0.0,1.466357262,4.066664146,87.67
SL0652,Curd with potatoes (Dahi aloo),100g,100,59.9,1.56,2.72,7.15,1.19,1.82,36.36,0.47,2.382160151,42.36627616,498.5397527,51.99,42.93,730.163595,4.192868593,0.966467978,44.72
SL0653,Potato kofta curry (Aloo kofta curry),100g,100,455.4,0.56,49.08,2.78,0.56,0.63,7.77,0.26,2.703839731,53.6017976,373.8875224,30.12,46.64,308.740032,2.263819892,3.875007683,48.57
SL0654,Yam kofta curry (Zimikand/Suran kofta curry),100g,100,322.88,0.71,33.84,3.75,1.04,0.63,8.35,0.31,0.363462815,94.38322603,358.165854,42.22,36.07,404.0572991,0.969403838,2.743622646,43.47
SL0655,Jackfruit kofta curry (Kathal ka kofta curry),100g,100,321.08,0.8,33.83,3.17,0.96,2.4,11.36,0.24,3.799767281,100.8991862,437.3195584,40.04,27.49,278.676387,8.818801148,2.954333649,63.24
SL0656,Spinach and potato (Palak aloo),100g,100,57.17,1.63,2.82,5.91,2.04,0.93,43.67,1.59,2.232394901,17.93022882,381.8997288,62.46,78.73,795.4419045,2.009717883,0.510027132,242.0
SL0657,Mooli bhujia,100g,100,91.2,1.69,7.25,4.74,2.36,1.07,131.88,2.37,2.544088296,62.6001988,190.6891282,89.73,80.77,799.932716,6.975506575,1.631274632,75.87
SL0658,Bathua bhujia,100g,100,90.9,2.26,7.29,3.63,3.8,1.08,165.84,2.36,0.414095392,38.45800469,589.8,81.99,66.6,359.1407254,0.0,3.310045734,71.68
SL0659,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),100g,100,142.48,8.21,9.36,6.09,1.84,1.26,31.54,0.98,1.994353785,39.8588905,266.2493985,118.05,12.69,561.3333211,0.0,1.527913877,19.01
SL0660,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),100g,100,124.63,5.76,8.17,7.03,2.35,3.81,29.82,0.95,1.559067843,104.2552143,68.79267031,123.98,26.91,513.3402353,4.735402747,3.174426806,34.04
SL0661,Dry arbi (Sookhi arbi),100g,100,134.95,2.12,8.97,11.11,2.47,1.55,22.77,0.68,3.250028324,87.68695773,351.2772528,81.25,8.11,341.589826,3.586621033,0.473913801,32.76
SL0662,Masala arbi,100g,100,185.38,3.01,11.9,16.16,3.1,0.81,32.08,0.99,3.411592573,57.73138743,282.1183669,261.31,1.9,482.9857145,6.396011073,1.248685478,20.12
SL0663,Peas brinjal bhartha (Matar baingan bhartha),100g,100,84.55,2.05,6.05,5.02,3.63,1.57,19.63,0.63,4.207583036,107.1104946,371.8790954,63.65,27.86,430.1570978,8.491364354,2.825873919,82.49
SL0664,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),100g,100,110.81,1.83,9.27,4.5,3.57,1.42,67.88,0.88,2.320431585,45.57875318,490.9748708,92.78,29.07,106.2980647,4.612441887,3.062533099,85.27
SL0665,Crispy okra/Crispy lady's fingers (Karare bhindi),100g,100,657.76,1.91,70.4,4.35,1.75,0.26,27.61,0.56,2.360332592,5.5,558.1493422,40.42,18.14,159.7983212,0.0,0.908679712,90.04
SL0666,Beans foogath,100g,100,105.06,2.03,9.22,3.26,4.15,1.7,44.2,0.95,2.393462746,120.4040827,390.5089716,81.22,6.36,133.0067396,7.546068899,2.287989887,86.05
SL0667,Stuffed bittergourd (wet) (Bharwa karele),100g,100,162.36,1.36,15.24,4.68,2.86,1.95,17.25,0.91,0.936293066,68.0418485,296.3357001,360.09,46.93,617.0730834,3.736295623,0.0,63.07
SL0668,Jackfruit/Kathal (dry),100g,100,488.97,0.93,51.78,4.56,1.33,3.55,12.79,0.33,2.947509087,118.3223533,292.1914857,33.68,21.72,116.1527052,5.397979468,3.262031232,55.34
SL0669,Yam fried (Zimikand/Suran fried),100g,100,491.76,0.79,51.79,5.47,1.44,0.8,8.11,0.43,2.019306335,44.55314599,170.4098422,37.07,30.3,385.2270894,4.096210028,0.59581127,35.57
SL0670,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",100g,100,95.67,2.75,5.54,8.23,3.26,1.47,21.05,0.98,1.353238114,35.46495097,383.2004523,86.29,53.51,100.3297299,4.490360829,0.898937743,60.04
SL0671,Vegetable jalfrezi,100g,100,68.48,1.4,4.38,5.43,2.97,1.79,27.11,0.68,2.703441013,79.78207335,339.5405909,79.46,26.08,546.2196117,3.276629776,2.286470378,28.48
SL0672,Vegetables stir fry,100g,100,30.78,1.04,1.47,3.19,1.37,0.86,13.3,0.34,2.536549228,60.27083263,297.598873,55.0,38.17,516.1301413,8.551669684,1.345767278,61.93
SL0673,Broccoli delight,100g,100,40.7,2.49,2.48,2.34,2.83,1.08,26.99,0.71,2.171397075,133.3587965,185.3209719,59.26,79.0,701.9126269,5.876552944,2.422440209,97.64
SL0674,Dhansak (vegetarian),100g,100,82.8,3.32,4.18,7.28,4.17,0.91,26.4,1.26,3.95671136,15.70890423,307.9408161,34.18,13.25,28.40667238,1.661657972,2.118874539,45.12
SL0675,Cauliflower basket,100g,100,90.95,5.21,5.88,3.97,2.4,1.47,100.19,0.92,2.270561077,105.411054,321.8995746,194.22,71.55,328.9395825,4.308185898,2.873400507,88.46
SL0676,Stuffed bottle gourd (Stuffed ghiya/lauki),100g,100,93.19,5.84,5.8,4.36,1.18,1.52,71.83,0.66,2.050236349,52.88600759,431.0102695,106.99,9.01,191.349436,6.74316136,1.575086942,92.91
SL0677,Ducheese potato,100g,100,140.54,3.6,9.01,10.94,1.29,0.29,18.1,0.76,2.635433115,20.64027082,215.6868032,103.85,7.23,435.5157398,4.08714382,1.567592685,8.71
SL0678,Roast potatoes,100g,100,87.32,1.53,2.35,14.52,1.71,0.33,10.38,0.57,1.195645078,145.9846096,447.4700297,90.67,17.36,647.0602154,2.323585872,1.080003728,11.66
SL0679,Stuffed baked potatoes,100g,100,100.2,3.82,4.39,11.03,1.31,0.4,25.72,0.81,0.1,55.7828099,23.0,92.09,18.77,431.7511012,6.087199627,2.772279988,23.25
SL0680,Potato nests,100g,100,111.62,5.71,4.77,11.05,2.49,1.41,55.25,0.87,2.66105554,71.26472562,537.0525329,182.12,37.47,729.7342862,2.755816447,1.891009699,49.55
SL0681,Parsley potato,100g,100,119.51,1.49,6.28,13.81,1.59,0.34,11.43,0.55,0.880879062,65.66096585,261.2333853,4.62,23.82,326.7423074,5.513894341,0.266223454,16.5
SL0682,Creamed spinach and mushroom,100g,100,419.62,2.28,44.14,3.17,1.02,1.17,65.49,0.9,0.704597545,45.85578507,133.7247156,90.21,48.37,150.1672748,6.157237898,4.226762554,234.02
SL0683,Fricassee of Mushroom,100g,100,106.66,3.65,6.63,8.13,1.23,2.51,84.97,0.36,0.719869725,142.7924879,129.8150148,118.98,39.68,755.6660442,4.959624056,0.762870807,37.46
SL0684,Cauliflower au gratin,100g,100,145.9,4.45,10.2,9.13,1.44,3.01,119.69,0.57,2.281844779,126.256507,312.5080069,164.96,50.15,390.094638,9.9,1.448039489,69.55
SL0685,Vegetable and cheese pie,100g,100,126.88,4.03,8.28,8.76,1.91,2.69,99.48,0.58,3.46150011,32.15219939,226.8274762,117.99,55.0,52.69492526,6.153517754,4.463077013,104.25
SL0686,Spinach souffle,100g,100,150.18,7.36,10.52,6.27,1.44,0.89,133.69,2.15,2.928108426,105.5224009,443.5530712,244.07,30.28,609.5836084,3.573949065,0.862169103,172.47
SL0687,Beetroot and egg salad (Chukandar aur ande ka salad),100g,100,84.92,3.36,6.45,3.4,0.55,1.97,18.13,0.55,1.301618243,106.9690065,549.8938439,110.12,6.0,564.6353663,4.436122283,1.468255554,41.14
SL0688,Sour cream potato salad,100g,100,121.9,2.89,8.13,9.05,1.21,0.84,23.25,0.9,1.013964125,126.8415281,285.6010637,102.66,37.28,0.0,2.331504125,1.790942313,52.99
SL0689,Tossed green salad,100g,100,49.88,1.33,3.24,3.82,1.33,1.9,33.71,1.27,2.677780883,63.12781494,282.0749778,65.09,58.24,719.7912225,5.164033929,1.425120834,75.97
SL0690,Spring basket salad,100g,100,160.46,3.36,11.3,11.61,3.09,1.46,45.65,0.85,1.788177434,49.41650798,87.4186312,26.02,70.79,533.1297434,4.710247496,4.683681782,109.53
SL0691,Cucumber and yogurt salad (Kheere aur dahi ka salad),100g,100,36.13,2.09,0.93,4.72,1.66,2.28,68.49,0.52,0.77673388,72.78032609,510.3364438,141.73,6.74,225.6419768,3.381741568,2.028127945,21.36
SL0692,Chicken and tomato towers,100g,100,100.55,6.9,6.99,2.36,1.14,1.21,17.54,0.77,2.473565268,74.8527128,301.9767043,76.02,56.69,377.7724709,5.354521869,2.822039702,49.49
SL0693,Jellied sunshine fruit salad,100g,100,48.86,5.85,0.85,4.21,1.8,2.86,37.14,0.87,1.874182993,74.15181092,270.2814108,74.2,28.75,594.4607814,4.154017731,3.191826751,37.7
SL0694,Tomato aspic,100g,100,50.37,6.87,0.26,5.02,1.58,3.21,44.28,1.18,0.1,129.2873142,407.6580716,98.17,35.87,0.0,7.19519269,2.472607462,39.01
SL0695,Frozen frosty fruit salad (Phalon ka salaad),100g,100,103.51,1.68,4.17,15.61,0.26,14.38,28.61,0.41,0.189946214,85.83911905,399.3818018,13.23,33.45,590.1759603,2.708938607,3.725236879,20.91
SL0696,French dressing,100g,100,733.77,0.32,79.65,3.68,0.22,3.01,6.98,0.48,1.748777878,57.22324292,137.6205091,261.13,6.42,418.3646145,7.448901813,3.023731942,1.95
SL0697,Mayonnaise without eggs,100g,100,329.05,2.13,33.84,3.98,0.04,3.68,75.54,0.27,1.524073279,182.4109743,132.3088207,193.58,12.05,392.0165437,8.65674414,2.107899682,18.85
SL0698,Curd dressing,100g,100,78.8,5.59,2.9,8.03,0.22,7.57,194.59,0.18,1.042965936,122.1422574,90.19867192,204.62,5.34,282.6244753,1.188454466,2.704507725,39.4
SL0699,Carrot raita (Gajar ka raita),100g,100,64.78,4.14,2.19,7.19,1.69,5.99,146.72,0.55,2.722510598,42.05660362,345.9914776,274.46,7.76,217.8737027,2.372865789,3.919798648,32.0
SL0700,Pumpkin raita (Kaddu ka raita),100g,100,55.6,3.74,1.88,6.02,1.04,5.48,130.11,0.33,4.129337596,113.7720441,242.8992228,129.14,7.11,589.4556807,6.068477,1.191444658,31.7
SL0701,Mint and peanut raita (Pudinay aur moongfali ka raita),100g,100,112.05,7.05,6.19,7.31,1.79,6.17,191.01,1.68,1.49897551,5.5,554.4823621,223.01,6.06,0.0,1.432217988,2.937886415,44.25
SL0702,Spinach raita (Palak ka raita),100g,100,52.75,3.95,1.86,5.06,1.39,3.97,142.96,1.61,4.9,58.87471576,480.9063528,126.57,32.9,265.6486666,0.67885126,1.623425104,160.65
SL0703,Bathua raita,100g,100,54.4,4.13,1.76,5.31,2.19,4.11,206.31,1.46,2.135364909,68.21144553,589.8,110.92,43.65,45.34562423,0.0,3.558955872,61.2
SL0704,Pineapple raita (Ananas ka raita),100g,100,67.74,3.9,2.02,8.62,1.39,8.12,134.53,0.27,3.0157232,102.4228908,229.240258,135.48,19.89,194.8109872,3.555405333,4.017719418,27.72
